datum,ID,zamestnanec,pocet_transakci,transakce_za_hod,SOS_sec,AGC,smena_zacatek,smena_konec,trvani_hodin
2025-03-27,1068,#7,1.0,1.0,23.0,78.57,2025-03-27 22:00:00,2025-03-27 23:00:00,1.0
2025-03-27,1062,#11,12.0,1.7142857142857142,28.0,176.58,2025-03-27 14:00:00,2025-03-27 21:00:00,7.0
2025-03-27,1063,#17,21.0,5.25,34.0,190.26,2025-03-27 00:00:00,2025-03-27 04:00:00,4.0
2025-03-27,1064,#21,55.0,6.875,35.0,160.57,2025-03-27 08:00:00,2025-03-27 16:00:00,8.0
2025-03-27,1065,#23,6.0,1.2,19.0,63.19,2025-03-27 03:00:00,2025-03-27 08:00:00,5.0
2025-03-27,1066,#25,4.0,1.0,33.0,121.17,2025-03-27 10:00:00,2025-03-27 14:00:00,4.0
2025-03-27,1067,#29,42.0,7.0,37.0,159.22,2025-03-27 16:00:00,2025-03-27 22:00:00,6.0
2025-03-28,1080,#6,10.0,1.4285714285714286,34.0,119.21,2025-03-28 16:00:00,2025-03-28 23:00:00,7.0
2025-03-28,1075,#15,67.0,8.375,29.0,152.42,2025-03-28 14:00:00,2025-03-28 22:00:00,8.0
2025-03-28,1076,#17,12.0,3.0,30.0,147.24,2025-03-28 03:00:00,2025-03-28 07:00:00,4.0
2025-03-28,1077,#21,27.0,5.4,47.0,196.35,2025-03-28 09:00:00,2025-03-28 14:00:00,5.0
2025-03-28,1078,#23,34.0,8.5,19.0,167.23,2025-03-28 00:00:00,2025-03-28 04:00:00,4.0
2025-03-28,1079,#25,7.0,1.4,38.0,182.89,2025-03-28 11:00:00,2025-03-28 16:00:00,5.0
2025-03-29,1091,#2,15.0,1.875,32.0,172.36,2025-03-29 15:00:00,2025-03-29 23:00:00,8.0
2025-03-29,1092,#3,31.0,7.75,29.0,202.24,2025-03-29 00:00:00,2025-03-29 04:00:00,4.0
2025-03-29,1093,#7,1.0,1.0,10.0,42.41,2025-03-29 00:00:00,2025-03-29 01:00:00,1.0
2025-03-29,1087,#14,57.0,8.142857142857142,34.0,157.42,2025-03-29 08:00:00,2025-03-29 15:00:00,7.0
2025-03-29,1088,#15,82.0,11.714285714285714,29.0,161.2,2025-03-29 15:00:00,2025-03-29 22:00:00,7.0
2025-03-29,1089,#23,32.0,8.0,21.0,149.97,2025-03-29 03:00:00,2025-03-29 07:00:00,4.0
2025-03-29,1090,#25,7.0,3.5,53.0,177.22,2025-03-29 06:00:00,2025-03-29 08:00:00,2.0
2025-03-30,1104,#3,27.0,6.75,31.0,189.58,2025-03-30 03:00:00,2025-03-30 07:00:00,4.0
2025-03-30,1105,#4,39.0,5.571428571428571,48.0,219.22,2025-03-30 08:00:00,2025-03-30 15:00:00,7.0
2025-03-30,1106,#7,5.0,5.0,84.0,131.74,2025-03-30 07:00:00,2025-03-30 08:00:00,1.0
2025-03-30,1107,#9,8.0,2.6666666666666665,29.0,144.95,2025-03-30 18:00:00,2025-03-30 21:00:00,3.0
2025-03-30,1100,#11,5.0,2.5,31.0,147.41,2025-03-30 07:00:00,2025-03-30 09:00:00,2.0
2025-03-30,1101,#18,55.0,7.857142857142857,26.0,165.77,2025-03-30 15:00:00,2025-03-30 22:00:00,7.0
2025-03-30,1102,#23,19.0,4.75,16.0,111.7,2025-03-30 00:00:00,2025-03-30 04:00:00,4.0
2025-03-30,1103,#25,11.0,3.6666666666666665,36.0,121.44,2025-03-30 00:00:00,2025-03-30 03:00:00,3.0
2025-03-31,1114,#11,8.0,1.6,44.0,252.92,2025-03-31 14:00:00,2025-03-31 19:00:00,5.0
2025-03-31,1115,#21,26.0,5.2,36.0,150.49,2025-03-31 09:00:00,2025-03-31 14:00:00,5.0
2025-03-31,1117,#23,30.0,3.75,20.0,87.35,2025-03-31 00:00:00,2025-03-31 08:00:00,8.0
2025-03-31,1116,#22,1.0,1.0,6.0,8.93,2025-03-31 22:00:00,2025-03-31 23:00:00,1.0
2025-03-31,1118,#28,39.0,4.875,24.0,170.98,2025-03-31 14:00:00,2025-03-31 22:00:00,8.0
2025-04-01,1129,#2,8.0,2.0,32.0,259.82,2025-04-01 16:00:00,2025-04-01 20:00:00,4.0
2025-04-01,1130,#3,18.0,4.5,20.0,136.46,2025-04-01 00:00:00,2025-04-01 04:00:00,4.0
2025-04-01,1125,#21,32.0,6.4,36.0,171.94,2025-04-01 09:00:00,2025-04-01 14:00:00,5.0
2025-04-01,1127,#23,7.0,3.5,17.0,101.25,2025-04-01 03:00:00,2025-04-01 05:00:00,2.0
2025-04-01,1126,#22,1.0,1.0,28.0,15.18,2025-04-01 01:00:00,2025-04-01 02:00:00,1.0
2025-04-01,1128,#28,63.0,7.875,28.0,169.64,2025-04-01 14:00:00,2025-04-01 22:00:00,8.0
2025-04-02,1141,#3,31.0,3.875,26.0,137.84,2025-04-02 00:00:00,2025-04-02 08:00:00,8.0
2025-04-02,1137,#14,62.0,10.333333333333334,41.0,197.23,2025-04-02 16:00:00,2025-04-02 22:00:00,6.0
2025-04-02,1138,#16,6.0,3.0,48.0,241.87,2025-04-02 12:00:00,2025-04-02 14:00:00,2.0
2025-04-02,1139,#21,84.0,10.5,39.0,194.17,2025-04-02 08:00:00,2025-04-02 16:00:00,8.0
2025-04-02,1140,#22,8.0,4.0,17.0,94.37,2025-04-02 22:00:00,2025-04-03 00:00:00,2.0
2025-04-03,1149,#1,69.0,9.857142857142858,32.0,162.8,2025-04-03 15:00:00,2025-04-03 22:00:00,7.0
2025-04-03,1152,#2,5.0,2.5,31.0,135.81,2025-04-03 22:00:00,2025-04-04 00:00:00,2.0
2025-04-03,1153,#3,9.0,4.5,21.0,165.61,2025-04-03 04:00:00,2025-04-03 06:00:00,2.0
2025-04-03,1148,#16,11.0,1.5714285714285714,32.0,122.39,2025-04-03 07:00:00,2025-04-03 14:00:00,7.0
2025-04-03,1150,#21,65.0,9.285714285714286,34.0,176.08,2025-04-03 08:00:00,2025-04-03 15:00:00,7.0
2025-04-03,1151,#23,14.0,3.5,25.0,146.79,2025-04-03 00:00:00,2025-04-03 04:00:00,4.0
2025-04-04,1165,#2,3.0,1.5,14.0,126.46,2025-04-04 06:00:00,2025-04-04 08:00:00,2.0
2025-04-04,1166,#7,34.0,8.5,23.0,138.58,2025-04-04 00:00:00,2025-04-04 04:00:00,4.0
2025-04-04,1167,#9,5.0,1.6666666666666667,42.0,166.06,2025-04-04 00:00:00,2025-04-04 03:00:00,3.0
2025-04-04,1160,#11,7.0,2.3333333333333335,29.0,164.59,2025-04-04 19:00:00,2025-04-04 22:00:00,3.0
2025-04-04,1161,#21,32.0,8.0,33.0,161.28,2025-04-04 10:00:00,2025-04-04 14:00:00,4.0
2025-04-04,1163,#23,16.0,5.333333333333333,37.0,200.7,2025-04-04 03:00:00,2025-04-04 06:00:00,3.0
2025-04-04,1162,#22,3.0,1.0,59.0,446.05,2025-04-04 12:00:00,2025-04-04 15:00:00,3.0
2025-04-04,1164,#28,84.0,10.5,29.0,205.55,2025-04-04 14:00:00,2025-04-04 22:00:00,8.0
2025-04-05,1177,#2,21.0,4.2,33.0,230.01,2025-04-05 09:00:00,2025-04-05 14:00:00,5.0
2025-04-05,1178,#3,29.0,7.25,29.0,156.09,2025-04-05 00:00:00,2025-04-05 04:00:00,4.0
2025-04-05,1179,#7,23.0,4.6,26.0,149.35,2025-04-05 03:00:00,2025-04-05 08:00:00,5.0
2025-04-05,1180,#9,5.0,1.6666666666666667,60.0,-70.14,2025-04-05 03:00:00,2025-04-05 06:00:00,3.0
2025-04-05,1174,#11,5.0,1.25,21.0,76.64,2025-04-05 14:00:00,2025-04-05 18:00:00,4.0
2025-04-05,1175,#18,2.0,2.0,18.0,38.1,2025-04-05 13:00:00,2025-04-05 14:00:00,1.0
2025-04-05,1176,#29,70.0,8.75,25.0,154.88,2025-04-05 14:00:00,2025-04-05 22:00:00,8.0
2025-04-06,1191,#3,43.0,6.142857142857143,23.0,148.17,2025-04-06 00:00:00,2025-04-06 07:00:00,7.0
2025-04-06,1192,#7,1.0,1.0,16.0,76.79,2025-04-06 02:00:00,2025-04-06 03:00:00,1.0
2025-04-06,1193,#9,39.0,7.8,34.0,203.53,2025-04-06 10:00:00,2025-04-06 15:00:00,5.0
2025-04-06,1188,#11,5.0,5.0,23.0,142.75,2025-04-06 16:00:00,2025-04-06 17:00:00,1.0
2025-04-06,1189,#18,8.0,4.0,18.0,113.15,2025-04-06 07:00:00,2025-04-06 09:00:00,2.0
2025-04-06,1190,#28,44.0,6.285714285714286,29.0,179.44,2025-04-06 15:00:00,2025-04-06 22:00:00,7.0
2025-04-07,1203,#2,4.0,4.0,41.0,288.92,2025-04-07 19:00:00,2025-04-07 20:00:00,1.0
2025-04-07,1204,#3,14.0,4.666666666666667,26.0,149.03,2025-04-07 03:00:00,2025-04-07 06:00:00,3.0
2025-04-07,1205,#9,12.0,1.5,33.0,167.07,2025-04-07 06:00:00,2025-04-07 14:00:00,8.0
2025-04-07,1200,#21,28.0,4.666666666666667,32.0,183.51,2025-04-07 08:00:00,2025-04-07 14:00:00,6.0
2025-04-07,1201,#23,18.0,4.5,24.0,140.87,2025-04-07 00:00:00,2025-04-07 04:00:00,4.0
2025-04-07,1202,#28,54.0,6.75,24.0,155.88,2025-04-07 14:00:00,2025-04-07 22:00:00,8.0
2025-04-08,1217,#3,20.0,5.0,22.0,122.12,2025-04-08 00:00:00,2025-04-08 04:00:00,4.0
2025-04-08,1218,#6,2.0,2.0,35.0,27.23,2025-04-08 12:00:00,2025-04-08 13:00:00,1.0
2025-04-08,1219,#9,5.0,0.8333333333333334,13.0,41.52,2025-04-08 14:00:00,2025-04-08 20:00:00,6.0
2025-04-08,1213,#21,28.0,5.6,32.0,148.04,2025-04-08 09:00:00,2025-04-08 14:00:00,5.0
2025-04-08,1214,#23,1.0,1.0,13.0,79.46,2025-04-08 03:00:00,2025-04-08 04:00:00,1.0
2025-04-08,1215,#25,1.0,1.0,46.0,8.93,2025-04-08 01:00:00,2025-04-08 02:00:00,1.0
2025-04-08,1216,#28,59.0,7.375,25.0,152.86,2025-04-08 14:00:00,2025-04-08 22:00:00,8.0
2025-04-09,1228,#3,29.0,4.833333333333333,39.0,163.59,2025-04-09 00:00:00,2025-04-09 06:00:00,6.0
2025-04-09,1229,#6,1.0,1.0,7.0,88.39,2025-04-09 07:00:00,2025-04-09 08:00:00,1.0
2025-04-09,1226,#14,49.0,8.166666666666666,34.0,147.23,2025-04-09 16:00:00,2025-04-09 22:00:00,6.0
2025-04-09,1227,#21,47.0,5.875,36.0,164.64,2025-04-09 08:00:00,2025-04-09 16:00:00,8.0
2025-04-10,1239,#2,9.0,2.25,26.0,133.63,2025-04-10 00:00:00,2025-04-10 04:00:00,4.0
2025-04-10,1240,#3,8.0,2.6666666666666665,29.0,104.15,2025-04-10 04:00:00,2025-04-10 07:00:00,3.0
2025-04-10,1241,#6,1.0,1.0,69.0,168.75,2025-04-10 07:00:00,2025-04-10 08:00:00,1.0
2025-04-10,1236,#21,43.0,5.375,34.0,176.43,2025-04-10 08:00:00,2025-04-10 16:00:00,8.0
2025-04-10,1237,#23,14.0,3.5,27.0,158.08,2025-04-10 00:00:00,2025-04-10 04:00:00,4.0
2025-04-10,1238,#29,52.0,7.428571428571429,26.0,142.37,2025-04-10 15:00:00,2025-04-10 22:00:00,7.0
2025-04-11,1252,#3,35.0,8.75,25.0,135.61,2025-04-11 00:00:00,2025-04-11 04:00:00,4.0
2025-04-11,1253,#9,5.0,1.6666666666666667,32.0,253.27,2025-04-11 08:00:00,2025-04-11 11:00:00,3.0
2025-04-11,1248,#11,4.0,1.0,14.0,102.13,2025-04-11 16:00:00,2025-04-11 20:00:00,4.0
2025-04-11,1249,#21,30.0,5.0,27.0,188.15,2025-04-11 09:00:00,2025-04-11 15:00:00,6.0
2025-04-11,1250,#23,9.0,2.25,20.0,121.28,2025-04-11 03:00:00,2025-04-11 07:00:00,4.0
2025-04-11,1251,#29,53.0,7.571428571428571,27.0,181.71,2025-04-11 15:00:00,2025-04-11 22:00:00,7.0
2025-04-12,1266,#3,25.0,6.25,23.0,133.48,2025-04-12 03:00:00,2025-04-12 07:00:00,4.0
2025-04-12,1267,#7,13.0,6.5,27.0,116.99,2025-04-12 22:00:00,2025-04-13 00:00:00,2.0
2025-04-12,1261,#11,7.0,7.0,35.0,238.98,2025-04-12 15:00:00,2025-04-12 16:00:00,1.0
2025-04-12,1262,#14,46.0,6.571428571428571,32.0,150.63,2025-04-12 08:00:00,2025-04-12 15:00:00,7.0
2025-04-12,1263,#15,59.0,7.375,44.0,225.33,2025-04-12 14:00:00,2025-04-12 22:00:00,8.0
2025-04-12,1264,#17,41.0,10.25,27.0,173.35,2025-04-12 00:00:00,2025-04-12 04:00:00,4.0
2025-04-12,1265,#22,2.0,0.6666666666666666,15.0,81.77,2025-04-12 10:00:00,2025-04-12 13:00:00,3.0
2025-04-13,1275,#11,62.0,6.888888888888889,36.0,172.76,2025-04-13 14:00:00,2025-04-13 23:00:00,9.0
2025-04-13,1276,#17,50.0,6.25,25.0,158.06,2025-04-13 00:00:00,2025-04-13 08:00:00,8.0
2025-04-13,1277,#22,4.0,4.0,30.0,159.01,2025-04-13 11:00:00,2025-04-13 12:00:00,1.0
2025-04-13,1278,#26,26.0,4.333333333333333,20.0,129.38,2025-04-13 08:00:00,2025-04-13 14:00:00,6.0
2025-04-14,1290,#2,8.0,1.3333333333333333,27.0,124.0,2025-04-14 14:00:00,2025-04-14 20:00:00,6.0
2025-04-14,1291,#7,1.0,1.0,20.0,40.18,2025-04-14 03:00:00,2025-04-14 04:00:00,1.0
2025-04-14,1285,#16,1.0,1.0,32.0,444.64,2025-04-14 07:00:00,2025-04-14 08:00:00,1.0
2025-04-14,1286,#17,21.0,5.25,25.0,172.67,2025-04-14 03:00:00,2025-04-14 07:00:00,4.0
2025-04-14,1287,#21,54.0,9.0,23.0,155.98,2025-04-14 08:00:00,2025-04-14 14:00:00,6.0
2025-04-14,1288,#23,26.0,6.5,35.0,153.22,2025-04-14 00:00:00,2025-04-14 04:00:00,4.0
2025-04-14,1289,#28,75.0,9.375,28.0,155.16,2025-04-14 14:00:00,2025-04-14 22:00:00,8.0
2025-04-15,1303,#2,3.0,3.0,51.0,199.11,2025-04-15 19:00:00,2025-04-15 20:00:00,1.0
2025-04-15,1299,#21,15.0,5.0,26.0,139.03,2025-04-15 10:00:00,2025-04-15 13:00:00,3.0
2025-04-15,1300,#23,1.0,1.0,54.0,212.5,2025-04-15 03:00:00,2025-04-15 04:00:00,1.0
2025-04-15,1301,#28,78.0,8.666666666666666,24.0,175.49,2025-04-15 13:00:00,2025-04-15 22:00:00,9.0
2025-04-15,1302,#29,20.0,10.0,26.0,144.21,2025-04-15 22:00:00,2025-04-16 00:00:00,2.0
2025-04-16,1310,#16,3.0,3.0,27.0,44.93,2025-04-16 22:00:00,2025-04-16 23:00:00,1.0
2025-04-16,1311,#21,32.0,5.333333333333333,28.0,142.02,2025-04-16 08:00:00,2025-04-16 14:00:00,6.0
2025-04-16,1312,#28,93.0,9.3,32.0,170.57,2025-04-16 14:00:00,2025-04-17 00:00:00,10.0
2025-04-16,1313,#29,10.0,3.3333333333333335,14.0,66.15,2025-04-16 03:00:00,2025-04-16 06:00:00,3.0
2025-04-17,1323,#6,24.0,6.0,27.0,147.69,2025-04-17 00:00:00,2025-04-17 04:00:00,4.0
2025-04-17,1324,#9,6.0,2.0,20.0,99.43,2025-04-17 00:00:00,2025-04-17 03:00:00,3.0
2025-04-17,1320,#16,7.0,7.0,29.0,156.01,2025-04-17 14:00:00,2025-04-17 15:00:00,1.0
2025-04-17,1321,#21,37.0,5.285714285714286,37.0,197.67,2025-04-17 08:00:00,2025-04-17 15:00:00,7.0
2025-04-17,1322,#28,87.0,10.875,28.0,133.71,2025-04-17 14:00:00,2025-04-17 22:00:00,8.0
2025-04-18,1337,#6,28.0,9.333333333333334,20.0,109.4,2025-04-18 03:00:00,2025-04-18 06:00:00,3.0
2025-04-18,1338,#9,4.0,2.0,38.0,167.92,2025-04-18 05:00:00,2025-04-18 07:00:00,2.0
2025-04-18,1332,#11,1.0,1.0,31.0,269.44,2025-04-18 17:00:00,2025-04-18 18:00:00,1.0
2025-04-18,1333,#17,27.0,6.75,30.0,129.92,2025-04-18 00:00:00,2025-04-18 04:00:00,4.0
2025-04-18,1334,#18,11.0,2.2,45.0,205.85,2025-04-18 06:00:00,2025-04-18 11:00:00,5.0
2025-04-18,1335,#21,26.0,5.2,34.0,202.9,2025-04-18 09:00:00,2025-04-18 14:00:00,5.0
2025-04-18,1336,#28,49.0,5.444444444444445,25.0,147.18,2025-04-18 13:00:00,2025-04-18 22:00:00,9.0
2025-04-19,1350,#2,5.0,1.0,33.0,83.49,2025-04-19 07:00:00,2025-04-19 12:00:00,5.0
2025-04-19,1351,#4,53.0,6.625,32.0,149.65,2025-04-19 08:00:00,2025-04-19 16:00:00,8.0
2025-04-19,1345,#17,31.0,7.75,50.0,232.13,2025-04-19 03:00:00,2025-04-19 07:00:00,4.0
2025-04-19,1347,#23,45.0,11.25,29.0,156.42,2025-04-19 00:00:00,2025-04-19 04:00:00,4.0
2025-04-19,1346,#22,1.0,1.0,18.0,8.93,2025-04-19 23:00:00,2025-04-20 00:00:00,1.0
2025-04-19,1348,#25,26.0,3.25,39.0,200.37,2025-04-19 14:00:00,2025-04-19 22:00:00,8.0
2025-04-19,1349,#29,59.0,9.833333333333334,32.0,203.98,2025-04-19 16:00:00,2025-04-19 22:00:00,6.0
2025-04-20,1359,#1,74.0,12.333333333333334,39.0,172.06,2025-04-20 16:00:00,2025-04-20 22:00:00,6.0
2025-04-20,1363,#2,9.0,1.125,22.0,111.63,2025-04-20 06:00:00,2025-04-20 14:00:00,8.0
2025-04-20,1358,#17,30.0,3.75,30.0,145.78,2025-04-20 08:00:00,2025-04-20 16:00:00,8.0
2025-04-20,1361,#23,48.0,6.857142857142857,25.0,126.53,2025-04-20 00:00:00,2025-04-20 07:00:00,7.0
2025-04-20,1360,#22,1.0,1.0,34.0,75.45,2025-04-20 01:00:00,2025-04-20 02:00:00,1.0
2025-04-20,1362,#25,10.0,2.0,38.0,166.87,2025-04-20 14:00:00,2025-04-20 19:00:00,5.0
2025-04-21,1375,#3,4.0,2.0,21.0,109.93,2025-04-21 22:00:00,2025-04-22 00:00:00,2.0
2025-04-21,1370,#11,2.0,2.0,16.0,132.93,2025-04-21 22:00:00,2025-04-21 23:00:00,1.0
2025-04-21,1371,#21,16.0,2.2857142857142856,46.0,222.47,2025-04-21 08:00:00,2025-04-21 15:00:00,7.0
2025-04-21,1372,#23,34.0,6.8,22.0,124.54,2025-04-21 03:00:00,2025-04-21 08:00:00,5.0
2025-04-21,1373,#25,14.0,7.0,21.0,137.72,2025-04-21 22:00:00,2025-04-22 00:00:00,2.0
2025-04-21,1374,#28,80.0,10.0,24.0,133.08,2025-04-21 14:00:00,2025-04-21 22:00:00,8.0
2025-04-22,1385,#2,13.0,13.0,25.0,104.63,2025-04-22 23:00:00,2025-04-23 00:00:00,1.0
2025-04-22,1386,#3,7.0,3.5,32.0,126.32,2025-04-22 03:00:00,2025-04-22 05:00:00,2.0
2025-04-22,1387,#9,1.0,1.0,10.0,46.43,2025-04-22 09:00:00,2025-04-22 10:00:00,1.0
2025-04-22,1382,#21,30.0,5.0,24.0,136.67,2025-04-22 08:00:00,2025-04-22 14:00:00,6.0
2025-04-22,1383,#23,10.0,3.3333333333333335,22.0,94.64,2025-04-22 00:00:00,2025-04-22 03:00:00,3.0
2025-04-22,1384,#28,81.0,9.0,27.0,175.91,2025-04-22 14:00:00,2025-04-22 23:00:00,9.0
2025-04-23,1399,#2,6.0,3.0,19.0,84.23,2025-04-23 22:00:00,2025-04-24 00:00:00,2.0
2025-04-23,1400,#4,52.0,7.428571428571429,39.0,157.3,2025-04-23 15:00:00,2025-04-23 22:00:00,7.0
2025-04-23,1394,#16,1.0,1.0,25.0,91.96,2025-04-23 07:00:00,2025-04-23 08:00:00,1.0
2025-04-23,1395,#17,19.0,4.75,31.0,148.54,2025-04-23 00:00:00,2025-04-23 04:00:00,4.0
2025-04-23,1396,#21,39.0,5.571428571428571,35.0,149.14,2025-04-23 08:00:00,2025-04-23 15:00:00,7.0
2025-04-23,1398,#23,7.0,3.5,20.0,104.88,2025-04-23 04:00:00,2025-04-23 06:00:00,2.0
2025-04-23,1397,#22,9.0,3.0,62.0,216.04,2025-04-23 18:00:00,2025-04-23 21:00:00,3.0
2025-04-24,1410,#3,9.0,3.0,27.0,165.31,2025-04-24 03:00:00,2025-04-24 06:00:00,3.0
2025-04-24,1411,#7,44.0,7.333333333333333,22.0,133.34,2025-04-24 16:00:00,2025-04-24 22:00:00,6.0
2025-04-24,1412,#9,4.0,2.0,29.0,129.99,2025-04-24 00:00:00,2025-04-24 02:00:00,2.0
2025-04-24,1407,#21,52.0,6.5,23.0,128.96,2025-04-24 08:00:00,2025-04-24 16:00:00,8.0
2025-04-24,1408,#23,14.0,3.5,26.0,119.61,2025-04-24 00:00:00,2025-04-24 04:00:00,4.0
2025-04-24,1409,#25,14.0,1.5555555555555556,19.0,110.35,2025-04-24 06:00:00,2025-04-24 15:00:00,9.0
2025-04-25,1422,#6,3.0,1.0,44.0,190.64,2025-04-25 07:00:00,2025-04-25 10:00:00,3.0
2025-04-25,1423,#7,1.0,1.0,14.0,61.61,2025-04-25 01:00:00,2025-04-25 02:00:00,1.0
2025-04-25,1424,#9,4.0,1.0,42.0,193.1,2025-04-25 03:00:00,2025-04-25 07:00:00,4.0
2025-04-25,1418,#11,3.0,3.0,25.0,111.95,2025-04-25 22:00:00,2025-04-25 23:00:00,1.0
2025-04-25,1419,#15,40.0,5.714285714285714,28.0,117.14,2025-04-25 15:00:00,2025-04-25 22:00:00,7.0
2025-04-25,1420,#21,32.0,5.333333333333333,29.0,164.86,2025-04-25 09:00:00,2025-04-25 15:00:00,6.0
2025-04-25,1421,#23,51.0,7.285714285714286,26.0,148.58,2025-04-25 00:00:00,2025-04-25 07:00:00,7.0
2025-04-26,1434,#2,11.0,2.75,27.0,115.75,2025-04-26 10:00:00,2025-04-26 14:00:00,4.0
2025-04-26,1435,#3,22.0,5.5,26.0,129.62,2025-04-26 03:00:00,2025-04-26 07:00:00,4.0
2025-04-26,1436,#6,25.0,3.5714285714285716,34.0,153.5,2025-04-26 08:00:00,2025-04-26 15:00:00,7.0
2025-04-26,1431,#15,31.0,3.875,28.0,128.02,2025-04-26 15:00:00,2025-04-26 23:00:00,8.0
2025-04-26,1432,#23,24.0,6.0,23.0,186.0,2025-04-26 00:00:00,2025-04-26 04:00:00,4.0
2025-04-26,1433,#25,42.0,4.2,25.0,129.43,2025-04-26 13:00:00,2025-04-26 23:00:00,10.0
2025-04-27,1444,#1,30.0,3.75,34.0,203.44,2025-04-27 08:00:00,2025-04-27 16:00:00,8.0
2025-04-27,1447,#3,21.0,5.25,21.0,190.24,2025-04-27 00:00:00,2025-04-27 04:00:00,4.0
2025-04-27,1448,#9,29.0,4.833333333333333,25.0,175.53,2025-04-27 16:00:00,2025-04-27 22:00:00,6.0
2025-04-27,1443,#11,3.0,1.0,66.0,360.77,2025-04-27 18:00:00,2025-04-27 21:00:00,3.0
2025-04-27,1445,#23,36.0,9.0,23.0,142.24,2025-04-27 03:00:00,2025-04-27 07:00:00,4.0
2025-04-27,1446,#25,6.0,1.2,37.0,115.42,2025-04-27 06:00:00,2025-04-27 11:00:00,5.0
2025-04-28,1458,#2,11.0,1.375,19.0,92.26,2025-04-28 06:00:00,2025-04-28 14:00:00,8.0
2025-04-28,1459,#3,9.0,3.0,29.0,135.49,2025-04-28 03:00:00,2025-04-28 06:00:00,3.0
2025-04-28,1460,#4,46.0,6.571428571428571,34.0,175.33,2025-04-28 15:00:00,2025-04-28 22:00:00,7.0
2025-04-28,1461,#9,19.0,4.75,34.0,153.44,2025-04-28 00:00:00,2025-04-28 04:00:00,4.0
2025-04-28,1455,#11,3.0,0.75,36.0,148.95,2025-04-28 17:00:00,2025-04-28 21:00:00,4.0
2025-04-28,1456,#21,37.0,5.285714285714286,31.0,130.57,2025-04-28 08:00:00,2025-04-28 15:00:00,7.0
2025-04-28,1457,#25,5.0,2.5,36.0,263.71,2025-04-28 22:00:00,2025-04-29 00:00:00,2.0
2025-04-29,1471,#2,5.0,5.0,27.0,63.01,2025-04-29 18:00:00,2025-04-29 19:00:00,1.0
2025-04-29,1472,#3,13.0,4.333333333333333,27.0,127.47,2025-04-29 00:00:00,2025-04-29 03:00:00,3.0
2025-04-29,1473,#9,1.0,1.0,49.0,521.02,2025-04-29 03:00:00,2025-04-29 04:00:00,1.0
2025-04-29,1468,#21,57.0,7.125,33.0,178.22,2025-04-29 08:00:00,2025-04-29 16:00:00,8.0
2025-04-29,1469,#25,6.0,6.0,29.0,143.09,2025-04-29 23:00:00,2025-04-30 00:00:00,1.0
2025-04-29,1470,#29,45.0,7.5,30.0,163.06,2025-04-29 16:00:00,2025-04-29 22:00:00,6.0
2025-04-30,1485,#2,13.0,6.5,48.0,218.61,2025-04-30 22:00:00,2025-05-01 00:00:00,2.0
2025-04-30,1486,#3,4.0,1.3333333333333333,40.0,96.65,2025-04-30 03:00:00,2025-04-30 06:00:00,3.0
2025-04-30,1480,#11,6.0,1.5,51.0,188.43,2025-04-30 14:00:00,2025-04-30 18:00:00,4.0
2025-04-30,1481,#14,42.0,7.0,36.0,146.73,2025-04-30 16:00:00,2025-04-30 22:00:00,6.0
2025-04-30,1482,#17,19.0,4.75,31.0,122.58,2025-04-30 00:00:00,2025-04-30 04:00:00,4.0
2025-04-30,1483,#21,49.0,6.125,36.0,190.71,2025-04-30 08:00:00,2025-04-30 16:00:00,8.0
2025-04-30,1484,#22,7.0,7.0,35.0,142.59,2025-04-30 09:00:00,2025-04-30 10:00:00,1.0
2025-05-01,1497,#9,5.0,2.5,25.0,81.56,2025-05-01 00:00:00,2025-05-01 02:00:00,2.0
2025-05-01,1493,#17,31.0,6.2,27.0,149.32,2025-05-01 03:00:00,2025-05-01 08:00:00,5.0
2025-05-01,1494,#21,40.0,5.714285714285714,32.0,151.48,2025-05-01 08:00:00,2025-05-01 15:00:00,7.0
2025-05-01,1495,#23,17.0,8.5,27.0,178.31,2025-05-01 22:00:00,2025-05-02 00:00:00,2.0
2025-05-01,1496,#29,58.00000000000001,8.285714285714286,29.0,142.37,2025-05-01 15:00:00,2025-05-01 22:00:00,7.0
2025-05-02,1509,#7,11.0,5.5,18.0,114.46,2025-05-02 19:00:00,2025-05-02 21:00:00,2.0
2025-05-02,1510,#9,1.0,1.0,40.0,547.39,2025-05-02 05:00:00,2025-05-02 06:00:00,1.0
2025-05-02,1504,#17,44.0,8.8,32.0,134.12,2025-05-02 15:00:00,2025-05-02 20:00:00,5.0
2025-05-02,1505,#21,41.0,5.857142857142857,46.0,175.69,2025-05-02 08:00:00,2025-05-02 15:00:00,7.0
2025-05-02,1506,#23,15.0,5.0,19.0,141.61,2025-05-02 04:00:00,2025-05-02 07:00:00,3.0
2025-05-02,1507,#25,8.0,2.6666666666666665,18.0,137.03,2025-05-02 11:00:00,2025-05-02 14:00:00,3.0
2025-05-02,1508,#29,36.0,12.0,27.0,150.05,2025-05-02 21:00:00,2025-05-03 00:00:00,3.0
2025-05-03,1521,#6,6.0,6.0,27.0,139.23,2025-05-03 07:00:00,2025-05-03 08:00:00,1.0
2025-05-03,1522,#9,48.0,6.857142857142857,32.0,171.71,2025-05-03 09:00:00,2025-05-03 16:00:00,7.0
2025-05-03,1518,#11,29.0,2.9,25.0,189.43,2025-05-03 14:00:00,2025-05-04 00:00:00,10.0
